survid,TOTALWGT,var001,var002,var003,var004,var005,var006,var007,var008,var009,var010,var011,var012,var013,var014,var015,var016,var017,var018,var019,var020,var021,var022,var023,var024,var025,var026,var027,var028,var029,var030,var031,var032,var033,var034,var035,var036,var037,var038,var041,var048,var049,var050,var051,var052,var053,var054,var055,var056,var057,var059,var060,var061,var062,var063,var064,var069,var301,var302,var305,var310,var311
600585,0.53,4,1,2,1,1,1,1,3,2,3,2,2,2,,,,,3,1,1,1,1,15,2,88,2,55,1,2,21,12,6,1,1,2,7,1,17,2,1,1,2,2,,2,1,1,1,,2,2,4,1,2,3,2,1,1,2,4,2
600586,0.69,4,1,2,2,2,3,1,3,3,3,4,4,2,,,,,1,1,1,2,2,10,2,1,3,37,1,3,16,12,6,1,1,2,7,1,20,2,1,1,2,1,,1,1,1,1,,2,1,2,1,2,3,2,2,2,2,4,2
600588,0.08,4,1,2,2,2,3,3,2,3,2,3,3,1,1,,,,4,1,1,2,1,88,,,1,48,1,2,25,12,6,3,1,2,9,2,11,2,1,2,2,2,,2,6,2,1,,2,2,3,6,2,3,2,2,2,1,4,2
600590,0.37,5,1,2,2,2,3,3,2,2,2,3,4,2,,,,,5,1,1,3,2,88,,,1,49,1,3,20,12,6,1,2,2,7,1,12,1,1,2,2,2,,2,1,1,1,,2,2,3,1,2,3,2,2,3,2,4,2
600592,3.38,5,1,2,4,2,2,2,3,2,3,3,3,2,,,,,1,1,1,1,2,2,1,1,4,34,1,4,5,88,6,1,1,1,7,1,11,2,2,1,2,1,,1,1,1,1,,2,1,1,3,2,3,2,2,3,3,2,1
600593,0.37,5,1,2,2,2,2,1,2,2,2,2,2,2,,,,,2,2,2,2,2,27,2,3,4,51,1,2,25,12,6,1,1,2,7,1,19,1,2,1,2,1,,1,1,1,1,,2,2,3,1,2,3,2,,2,2,4,2
600594,0.52,10,1,2,1,2,2,2,3,3,3,1,2,2,,,,,2,2,2,2,2,20,3,7,4,27,1,4,2,12,6,1,5,2,7,1,10,2,2,1,1,1,,1,1,1,1,,2,1,1,1,1,2,2,1,1,2,3,2
600597,1.55,5,1,2,1,2,2,3,3,3,3,1,2,2,,,,,8,1,1,2,2,10,2,88,4,51,1,3,17,12,6,1,1,1,7,2,20,2,2,1,2,2,,2,1,1,1,,2,2,3,3,2,3,2,1,1,1,3,2
600598,2.16,4,1,1,1,3,3,4,3,2,3,3,3,2,,,,,88,2,2,1,3,4,6,2,2,36,2,3,888,7,6,1,1,2,7,1,19,2,1,1,2,1,1,1,1,1,1,,1,1,2,1,2,3,2,1,4,2,,2
600599,1.65,4,1,1,1,2,2,3,3,3,3,2,4,2,,,,,88,1,1,2,2,4,4,1,4,54,2,3,9,12,6,1,1,2,7,1,20,2,2,1,2,1,,1,1,1,1,,1,2,3,1,2,3,2,1,1,1,4,2
600600,2.16,4,1,1,3,2,1,2,1,1,1,4,4,1,2,18,4,,5,1,2,1,1,15,2,3,2,30,2,1,1,7,6,1,5,2,7,2,13,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,3,1,2,3,2,2,2
600601,0.37,5,1,2,2,2,2,3,3,3,3,3,4,2,,,,,88,2,2,3,1,88,,,4,44,1,4,15,12,6,1,1,2,7,1,16,2,2,2,2,2,,2,1,1,1,,2,2,2,1,2,3,2,1,4,1,5,2
600602,0.46,6,1,2,3,3,4,4,3,3,2,2,3,1,1,,,,5,1,1,1,3,88,,,3,40,1,3,4,12,6,1,1,2,7,1,9,2,1,2,2,2,,2,1,1,1,,2,2,2,1,2,3,2,2,1,2,4,2
600603,0.37,5,1,2,1,1,2,3,3,2,2,3,4,2,,,,,3,1,1,1,1,7,2,88,1,50,1,1,2,4,6,1,5,2,7,1,15,2,1,1,2,2,,2,1,1,1,,2,2,3,1,2,3,2,1,3,2,,2
600591,0.46,6,1,2,2,2,3,3,3,3,3,3,4,1,1,,,,1,1,2,1,1,7,3,1,1,41,1,4,10,12,6,1,1,2,7,1,16,2,1,1,2,1,,1,1,1,1,,2,2,2,1,2,3,2,1,2,1,4,2
600605,0.51,6,1,2,2,2,3,4,1,2,2,4,2,1,2,4,4,4,15,2,2,2,1,30,2,2,1,41,1,4,18,12,6,3,2,2,7,2,8,1,1,1,1,1,,1,6,2,1,,2,2,2,1,1,2,1,1,3,2,4,1
600606,1.65,4,1,1,2,3,3,2,3,3,3,4,4,2,,,,,5,1,2,3,3,30,2,4,2,56,2,2,30,12,6,1,1,2,7,1,16,2,1,1,1,1,,1,1,1,1,,1,2,4,1,2,3,2,2,3,2,5,2
600608,0.64,3,1,2,4,3,3,4,1,1,1,1,2,2,,,,,2,1,2,3,1,15,1,88,4,30,1,2,1,12,6,1,6,2,7,1,20,1,2,1,2,2,,2,1,1,1,,2,1,1,1,2,3,2,1,3,1,4,2
600609,1.38,3,1,1,1,2,2,1,3,3,3,2,1,2,,,,,1,1,1,3,1,5,2,1,4,51,2,2,10,12,6,1,1,2,7,1,20,2,2,1,2,1,,1,1,1,1,,1,2,3,1,2,3,2,1,1,1,,2
600610,0.37,5,1,2,3,2,1,3,2,2,2,4,5,2,,,,,88,2,2,3,1,2,1,88,1,52,1,3,20,12,6,2,2,2,7,3,20,1,1,1,2,2,,2,2,1,1,,2,2,3,1,2,3,2,1,2,1,4,2
600611,1.29,5,1,2,1,1,1,1,3,3,3,2,4,1,1,,,,8,1,1,1,2,3,1,3,3,42,1,5,11,12,6,,1,1,8,3,12,2,1,1,2,1,,1,6,2,1,,2,2,2,3,1,2,2,1,1,2,4,2
600612,1.75,6,1,2,2,2,1,2,2,1,2,2,4,1,1,,,,7,1,2,3,2,5,10,6,4,47,1,5,21,12,6,1,1,1,7,1,8,1,2,1,2,1,,1,1,1,1,,2,2,3,3,1,2,2,2,2,2,5,2
600613,0.37,4,1,2,3,3,3,2,2,2,1,2,3,2,,,,,15,2,2,3,2,88,,,3,26,1,5,11,12,6,3,1,1,7,6,4,1,1,2,2,2,,2,6,2,1,,2,1,1,3,1,1,2,2,2,3,3,2
600615,1.16,3,1,2,3,4,4,4,2,1,2,5,4,1,2,4,12,14,5,2,1,1,5,88,,,4,26,1,,5,,6,3,4,1,7,1,1,1,2,2,2,2,,2,6,2,1,,2,1,1,3,,,1,2,5,5,5,2
600617,0.39,6,1,2,3,2,4,4,3,3,2,1,2,2,,,,,88,1,1,1,1,15,2,3,3,31,1,2,3,12,6,1,1,2,7,2,19,2,1,1,2,1,,1,1,1,1,,2,1,1,1,2,3,2,1,4,2,3,2
600618,0.37,5,1,2,3,2,1,2,2,2,3,2,2,1,1,,,,9,1,1,2,2,4,1,88,3,48,1,4,22,12,6,1,1,2,7,1,19,2,1,1,2,2,,2,1,1,1,,2,2,3,1,2,3,2,1,1,2,4,1
600620,0.69,4,1,2,2,2,3,4,3,3,3,2,2,2,,,,,2,1,2,3,2,4,1,88,3,32,1,2,3,12,6,1,1,2,7,1,20,2,1,1,2,2,,2,1,1,1,,2,1,1,1,2,3,2,2,2,1,5,2
600622,0.43,6,1,2,4,2,3,4,3,3,2,3,2,2,,,,,7,1,1,2,2,7,3,2,1,26,1,4,4,12,6,1,1,2,7,1,6,2,1,1,2,1,,1,1,1,1,,2,1,1,1,1,2,2,2,3,1,3,2
600624,0.48,3,1,2,2,2,3,3,3,2,3,3,2,2,,,,,88,1,1,1,2,2,1,88,4,44,1,4,8,12,6,1,1,2,7,1,19,2,2,1,2,2,,2,1,1,1,,2,2,2,1,2,3,2,2,1,1,4,2
600621,0.53,4,1,2,1,1,1,1,3,3,3,3,4,2,,,,,3,2,1,2,1,8,4,3,2,44,1,4,13,12,6,1,1,2,7,1,20,2,1,1,2,1,,1,1,1,1,,2,2,2,1,2,3,2,1,1,2,4,2
600625,1.38,3,1,1,2,2,3,2,3,3,2,3,3,2,,,,,3,1,2,3,1,16,2,88,3,58,2,1,9,12,6,1,2,2,7,1,15,2,1,1,1,2,,1,1,1,1,,1,2,4,1,2,3,2,1,2,2,4,2
600626,1.53,5,1,1,2,2,4,3,2,2,3,2,3,1,1,,,,10,1,1,1,1,25,3,2,1,34,2,1,1,6,6,1,2,2,7,1,18,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,3,2,1,2,2,4,2
600628,0.64,10,1,2,2,2,3,3,1,1,1,4,4,1,1,,,,15,1,2,3,1,12,6,4,1,30,1,2,7,12,6,1,5,2,7,1,8,1,1,1,1,1,,1,1,1,1,,2,1,1,1,2,3,2,1,5,4,5,2
600630,0.25,4,1,1,2,2,1,1,2,2,2,2,2,2,,,,,88,1,2,2,1,8,4,8,3,45,2,3,13,12,6,1,1,2,9,1,18,1,1,1,1,1,,1,1,1,1,,1,2,3,6,2,3,2,2,2,1,4,2
600631,1.35,6,1,2,1,2,3,4,3,3,2,2,2,1,2,7,,,7,1,1,1,1,88,,,2,39,1,4,25,12,6,1,1,1,6,1,11,2,1,2,2,2,,2,1,1,1,,2,1,2,3,2,3,1,1,5,2,,2
600632,3.48,6,1,1,2,2,1,2,3,3,3,1,2,2,,,,,5,1,2,2,2,17,2,4,3,39,2,3,4,12,6,1,1,1,7,1,13,2,1,1,1,1,1,1,1,1,1,,1,1,2,3,2,3,2,2,1,1,2,2
600633,0.53,4,1,2,1,1,1,1,3,3,3,4,4,1,1,,,,4,1,1,2,2,20,2,2,4,48,1,4,22,12,6,1,1,2,7,1,20,2,2,1,2,1,,1,1,1,1,,2,2,3,1,2,3,2,1,1,1,4,1
600634,0.39,6,1,2,2,2,1,2,2,2,2,4,4,2,,,,,5,1,1,1,1,88,,,1,38,1,3,17,12,6,1,1,2,7,1,20,1,1,2,2,2,,2,1,1,1,,2,1,2,1,2,3,2,2,1,2,5,2
600636,0.64,3,1,2,3,2,3,4,2,1,1,4,5,1,1,,,,27,1,3,1,1,20,5,12,1,31,1,3,2,12,6,1,5,2,7,2,15,1,1,1,1,1,,1,1,1,1,,2,1,1,1,2,3,2,2,1,5,3,2
600638,3.08,4,1,1,2,2,3,3,2,2,2,1,2,2,,,,,2,2,1,1,5,88,,,3,26,2,2,1,12,6,1,1,1,8,2,14,1,1,2,2,2,2,2,1,1,1,,1,1,1,3,2,3,2,2,3,2,3,2
600639,2.92,5,1,1,2,2,3,3,2,2,2,3,3,1,1,,,,25,2,1,1,3,88,,,4,41,2,3,16,12,6,1,1,1,8,1,20,1,2,2,2,2,,2,1,1,1,,1,2,2,3,2,3,2,2,4,2,5,2
600641,0.7,5,1,1,2,2,1,1,3,3,3,2,2,2,,,,,1,1,1,2,1,12,2,88,3,40,2,4,15,12,6,1,1,2,7,1,20,2,1,1,2,2,,2,1,1,1,,1,2,2,1,2,3,2,2,1,2,3,2
600642,1.53,5,1,1,2,2,1,1,2,2,3,2,4,2,,,,,5,1,3,2,1,5,6,2,3,25,2,4,5,12,6,1,6,2,7,2,19,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,3,2,2,3,2,2,2
600643,0.7,5,1,1,4,3,3,4,1,2,2,4,4,2,,,,,15,2,2,2,2,5,2,1,3,63,2,2,14,12,6,1,1,2,7,1,20,1,1,1,2,1,,1,1,1,1,,1,2,4,1,2,3,2,2,3,4,3,2
600644,0.57,3,1,2,3,3,3,3,2,1,2,3,4,1,1,,,,7,2,2,1,1,4,1,88,1,40,1,3,10,12,6,1,1,,,1,17,1,1,1,2,2,,2,1,1,1,,2,2,2,,2,3,2,2,3,2,5,2
600645,0.63,3,1,2,1,2,4,4,3,3,3,3,3,1,2,4,17,5,4,2,2,2,3,4,2,88,1,22,1,1,2,2,6,1,5,2,7,2,2,2,1,1,2,2,,2,1,1,1,,2,1,1,1,1,2,1,2,5,1,4,2
600647,0.37,5,1,2,1,2,2,2,3,3,3,1,2,1,1,,,,1,1,1,1,2,28,2,3,4,61,1,2,27,12,6,1,1,2,7,1,17,2,2,1,2,1,,1,1,1,1,,2,2,4,1,2,3,2,2,1,1,3,2
600648,2.16,4,1,1,2,1,3,1,3,2,3,2,2,2,,,,,20,1,3,2,1,10,6,4,4,33,2,5,8,12,6,1,1,2,7,1,20,2,2,1,1,1,1,1,1,1,1,,1,1,1,1,2,3,2,1,4,4,4,2
600650,1.81,3,1,1,2,2,4,3,3,2,2,3,4,2,,,,,8,2,2,2,1,88,,,3,34,2,2,13,12,6,1,6,2,7,1,19,2,1,2,2,2,2,2,1,1,1,,1,1,1,1,2,3,2,2,2,1,3,2
600652,0.64,3,1,2,2,2,3,3,3,3,3,1,2,1,1,,,,8,1,1,2,1,25,2,2,2,28,1,2,5,12,6,1,5,2,7,2,14,2,1,1,2,1,,1,1,1,1,,2,1,1,1,2,3,2,3,1,2,3,2
600653,1.78,3,1,1,3,2,3,4,3,3,1,3,4,2,,,,,15,1,3,3,3,1,1,88,4,38,2,3,5,12,6,3,1,2,7,1,6,2,2,1,2,2,2,2,6,2,1,,1,1,2,1,1,2,2,2,4,1,4,1
600655,0.69,4,1,2,1,2,4,4,3,3,3,4,4,2,,,,,1,1,2,2,2,7,3,2,2,29,1,2,7,12,6,1,1,2,7,1,18,2,1,1,2,1,,1,1,1,1,,2,1,1,1,2,3,2,1,1,1,5,2
600656,0.62,3,1,2,3,2,4,4,1,3,2,3,3,1,1,,,,2,1,2,3,2,12,2,88,3,38,1,2,23,12,6,2,6,2,7,1,99,1,1,1,2,2,,2,2,1,1,,2,1,2,1,,,2,2,5,1,2,2
600657,0.82,5,1,2,2,2,3,3,1,1,2,1,1,1,1,,,,5,1,1,2,1,12,2,3,1,25,1,2,5,12,6,1,6,2,7,2,13,1,1,1,2,1,,1,1,1,1,,2,1,1,1,2,3,2,1,4,2,2,2
600649,10.01,5,1,2,4,2,3,3,1,2,1,3,3,1,2,4,23,6,2,2,,2,2,1,2,88,3,33,1,7,4,12,6,1,5,1,8,1,7,1,1,1,2,2,,2,1,1,1,,2,1,1,3,1,1,1,2,3,2,5,2
600660,4.08,6,1,1,2,2,1,2,3,3,3,3,4,2,,,,,1,1,2,1,1,2,2,88,2,43,2,3,20,12,6,1,1,1,4,1,20,2,1,1,2,2,,2,1,1,1,,1,2,2,3,2,3,2,1,2,1,5,1
600662,4.08,6,1,1,2,2,3,3,1,3,3,3,3,2,,,,,88,1,2,1,1,20,3,88,1,45,2,7,25,12,6,1,1,1,7,1,15,2,1,1,1,2,,1,1,1,1,,1,2,3,3,2,3,2,1,1,2,3,2
600654,0.82,5,1,2,2,2,2,2,1,2,1,2,2,1,1,,,,30,1,2,1,1,24,3,5,2,39,1,1,30,12,6,1,5,2,7,2,11,1,1,1,1,1,,1,1,1,1,,2,1,2,1,2,3,2,1,2,3,3,2
600661,0.82,5,1,2,2,1,2,2,2,3,3,1,2,2,,,,,6,1,2,3,2,8,2,3,4,21,1,3,21,12,6,1,5,2,7,2,15,2,2,1,2,1,,1,1,1,1,,2,1,1,1,2,3,2,1,1,1,2,2
600663,0.82,5,1,2,3,2,4,4,2,2,3,3,3,2,,,,,10,2,2,3,1,5,2,88,4,28,1,2,5,3,6,,5,2,7,1,17,2,2,1,2,2,,2,6,2,1,,2,1,1,1,2,3,2,2,3,2,4,2
600665,0.61,10,1,2,1,2,2,2,3,2,3,3,3,2,,,,,2,2,2,1,1,2,2,88,4,24,1,2,2,6,6,3,1,2,5,1,6,2,2,1,2,2,,2,6,2,1,,2,1,1,4,1,2,2,1,2,2,2,2
600666,0.46,6,1,2,3,2,3,3,2,3,3,2,4,1,2,23,7,4,2,1,3,1,1,25,1,2,2,50,1,2,10,12,6,1,2,2,7,2,17,2,1,1,2,1,,1,1,1,1,,2,2,3,1,2,3,1,2,2,1,4,2
600667,0.66,4,1,2,3,2,3,3,3,2,2,3,3,1,1,,,,5,2,3,3,3,88,,,1,66,1,2,2,12,1,,6,2,7,2,13,2,1,2,2,2,,2,,1,1,,2,3,5,1,2,3,2,2,3,2,5,2
600668,0.28,3,1,2,2,2,1,2,3,3,3,3,2,2,,,,,1,1,1,1,2,5,1,88,1,65,1,3,30,12,1,,1,2,7,8,20,2,1,1,2,2,,2,,1,1,,2,3,5,1,2,3,2,2,1,1,4,2
600659,1.53,5,1,1,2,2,2,2,1,2,1,1,3,1,2,12,17,6,13,1,,2,2,20,1,4,3,39,2,2,16,12,6,1,5,2,7,1,15,1,1,1,2,1,1,1,1,1,1,,1,1,2,1,2,3,1,1,3,4,3,2
600670,2.16,4,1,1,1,2,2,2,2,2,2,2,2,2,,,,,5,2,2,2,1,15,2,3,1,29,2,2,6,12,6,1,1,2,7,1,16,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,3,2,1,2,2,3,2
600672,0.48,3,1,2,1,1,2,2,2,2,2,4,4,1,1,,,,5,1,2,2,1,20,2,2,1,50,1,2,20,12,6,1,2,2,7,1,18,1,1,1,2,1,,1,1,1,1,,2,2,3,1,2,3,2,1,2,2,5,2
600673,1.32,4,1,2,2,2,3,2,2,2,2,3,3,2,,,,,20,2,1,1,3,88,,,4,37,1,5,20,12,4,,2,1,,2,11,1,2,2,2,2,,2,9,1,1,,2,1,2,3,1,2,2,2,4,4,5,1
600675,0.76,10,1,2,2,2,4,3,1,2,2,3,3,1,1,,,,17,1,1,2,2,8,1,88,1,40,1,4,19,12,6,2,1,2,7,1,17,1,1,1,2,2,,2,2,1,1,,2,2,2,1,2,3,2,2,3,2,5,1
600676,0.64,3,1,2,2,2,2,1,3,3,3,1,2,2,,,,,88,1,1,2,1,30,3,9,3,39,1,3,9,12,6,1,1,2,7,2,11,2,1,1,1,1,,1,1,1,1,,2,1,2,1,2,3,2,1,1,1,3,2
600677,2.85,9,1,2,2,2,2,3,3,3,3,2,3,2,,,,,88,1,1,2,1,20,2,1,4,33,1,3,10,12,6,1,1,2,7,1,20,2,2,1,2,1,,1,1,1,1,,2,1,1,1,2,3,2,1,1,2,5,2
600678,1.81,3,1,1,4,3,3,4,2,2,1,2,2,1,2,4,4,4,25,1,2,2,1,3,4,1,3,30,2,2,7,3,6,1,1,2,7,1,9,1,1,1,2,1,1,1,1,1,1,,1,1,1,1,2,3,1,2,3,4,3,2
600674,2.8,5,1,2,2,1,1,2,1,2,1,3,4,1,1,,,,5,2,1,1,1,5,1,88,1,31,1,4,20,12,6,2,5,1,8,2,6,1,1,1,2,2,,2,2,1,1,,2,1,1,3,1,2,2,1,2,2,3,2
600680,2.41,5,1,2,1,2,3,3,2,2,2,2,2,1,2,7,4,17,10,1,2,3,1,6,2,1,1,20,1,3,19,5,6,1,5,2,7,2,2,1,1,1,2,1,,1,1,1,1,,2,1,1,1,1,1,1,1,2,1,1,2
600682,0.54,3,1,2,3,2,4,4,3,3,2,3,3,1,1,,,,2,1,2,1,1,30,5,20,3,22,1,1,3,12,6,3,5,2,7,1,1,2,1,1,1,1,,1,6,2,1,,2,1,1,1,1,1,2,2,2,1,4,2
600684,3.38,5,1,2,4,3,3,3,1,3,1,3,3,2,,,,,88,1,2,1,1,88,,,3,30,1,2,1,12,6,1,5,1,7,2,11,1,1,2,2,2,,2,1,1,1,,2,1,1,3,2,3,2,2,4,2,3,2
600686,1.63,10,1,1,2,2,3,2,3,3,3,3,3,2,,,,,88,1,2,2,2,18,2,4,3,46,2,3,24,12,6,1,1,2,7,1,20,2,1,1,1,1,,1,1,1,1,,1,2,3,1,2,3,2,2,2,2,4,2
600687,0.69,4,1,2,1,1,1,2,2,2,3,2,4,2,,,,,2,1,1,2,1,10,2,88,1,32,1,2,10,12,6,1,1,2,7,1,20,2,1,1,2,2,,2,1,1,1,,2,1,1,1,2,3,2,1,1,2,4,2
600688,0.53,4,1,2,2,2,2,2,2,2,3,2,2,2,,,,,5,1,2,1,1,20,2,4,2,49,1,3,19,12,6,1,1,2,7,1,20,2,1,1,2,1,,1,1,1,1,,2,2,3,1,2,3,2,2,3,2,4,2
600689,0.39,6,1,2,3,3,3,4,1,1,1,4,4,1,2,7,18,,15,1,3,1,1,3,1,88,4,28,1,2,4,12,6,1,1,2,7,1,17,1,2,1,2,2,,2,1,1,1,,2,1,1,1,2,3,1,2,4,3,5,2
600690,0.53,4,1,2,2,2,2,2,3,3,3,2,2,2,,,,,88,1,1,1,1,5,1,88,2,54,1,4,24,12,6,2,1,2,7,1,20,2,1,1,2,2,,2,2,1,1,,2,2,3,1,2,3,2,1,1,1,2,2
600691,0.37,5,1,2,1,3,2,4,3,2,3,4,4,1,1,,,,1,1,1,2,2,25,2,88,1,48,1,2,48,12,6,1,2,2,7,1,17,2,1,1,2,2,,2,1,1,1,,2,2,3,1,2,3,2,2,1,1,3,2
600694,0.69,4,1,2,2,2,4,3,2,2,1,2,2,1,2,17,,,5,1,2,,1,8,2,88,3,36,1,4,36,12,6,1,1,2,7,1,20,1,1,1,2,2,,2,1,1,1,,2,1,2,1,2,3,1,1,4,4,3,2
600699,0.46,6,1,2,2,2,3,3,3,2,3,2,3,1,1,,,,2,1,2,2,1,25,1,88,1,58,1,1,23,7,6,1,2,2,7,1,14,2,1,1,2,2,,2,1,1,1,,2,2,4,1,2,3,2,2,2,2,4,2
600700,0.53,4,1,2,1,2,1,1,3,3,3,2,4,2,,,,,1,2,2,2,2,15,2,5,1,60,1,2,30,12,6,1,2,2,7,1,15,2,1,1,2,1,,1,1,1,1,,2,2,4,1,2,3,2,2,2,1,5,2
600701,0.37,5,1,2,3,2,3,3,2,2,2,2,2,2,,,,,1,1,1,2,2,15,2,6,2,44,1,1,14,12,6,1,5,2,7,1,11,1,1,1,2,1,,1,1,1,1,,2,2,2,1,2,3,2,2,2,1,3,2
600702,1.2,3,1,2,3,2,3,3,3,2,2,3,3,1,2,12,5,12,3,1,2,1,4,88,,,4,24,1,3,19,12,6,1,1,1,7,1,15,2,2,2,2,2,,2,1,1,1,,2,1,1,3,2,3,1,2,2,1,5,2
600705,1.88,10,1,1,2,2,3,2,3,3,3,3,3,2,,,,,88,2,1,1,3,1,3,1,3,61,2,3,35,88,6,1,2,2,3,1,12,2,1,1,2,1,,1,1,1,1,,1,2,4,5,2,3,2,2,2,1,4,1
600708,2.16,4,1,1,3,2,3,3,2,3,1,2,2,2,,,,,5,1,2,3,2,4,2,2,3,28,2,2,3,12,6,1,1,2,7,1,16,1,1,1,2,1,1,1,1,1,1,,1,1,1,1,2,3,2,1,3,1,5,2
600706,0.63,3,1,2,2,2,3,3,1,2,2,3,2,1,2,4,23,12,5,2,2,3,1,30,3,20,1,33,1,2,3,12,6,1,6,2,7,2,6,1,1,1,1,1,,1,1,1,1,,2,1,1,1,1,2,1,1,2,2,5,2
600681,1.65,4,1,1,1,2,3,3,3,3,3,3,4,2,,,,,5,1,2,2,2,5,6,3,4,46,2,4,12,12,6,1,1,2,7,1,20,2,2,1,1,1,,1,1,1,1,,1,2,3,1,2,3,2,1,2,2,4,2
600709,0.39,6,1,2,2,1,2,3,2,2,1,2,4,1,1,,,,5,1,1,1,1,5,2,1,3,26,1,2,5,12,6,1,1,2,7,2,13,1,1,1,2,1,,1,1,1,1,,2,1,1,1,2,3,2,1,2,1,4,2
600664,1.78,3,1,1,1,2,2,3,1,2,2,3,2,2,,,,,3,1,1,2,1,12,2,2,2,35,2,4,12,12,6,,5,2,7,1,7,1,1,1,2,1,1,1,6,2,1,,1,1,2,1,1,2,2,2,2,1,3,2
600693,0.69,4,1,2,1,2,3,2,2,2,2,1,1,1,1,,,,5,1,1,1,1,25,3,8,3,33,1,2,3,12,6,1,1,2,7,1,18,1,1,1,1,1,,1,1,1,1,,2,1,1,1,2,3,2,1,1,1,1,2
600712,0.79,3,1,1,3,3,2,3,3,3,3,5,5,2,,,,,88,1,3,3,3,1,1,88,1,67,2,7,45,12,6,5,1,2,7,3,20,2,1,1,2,2,,2,,2,1,,1,3,5,1,2,3,2,2,1,3,5,1
600713,3.08,4,1,1,1,2,4,4,1,1,1,3,3,1,1,,,,88,2,2,3,1,6,1,88,2,25,2,1,20,5,6,1,5,1,7,1,10,1,1,1,2,2,2,2,1,1,1,,1,1,1,3,2,3,2,2,4,2,5,2
600714,0.37,5,1,2,1,2,2,3,3,3,3,2,3,2,,,,,2,1,1,1,2,15,1,88,2,44,1,4,20,12,6,1,1,2,7,1,20,2,1,1,2,2,,2,1,1,1,,2,2,2,1,2,3,2,2,1,2,3,2
600715,0.43,6,1,2,3,2,3,3,1,1,1,4,4,1,2,26,4,,27,1,2,1,1,3,1,88,1,25,1,3,1,12,6,1,5,2,7,1,5,1,1,1,2,2,,2,1,1,1,,2,1,1,1,1,2,1,2,3,2,4,1
600717,0.69,4,1,2,2,2,3,4,3,3,3,3,3,1,1,,,,5,1,1,1,1,21,2,4,1,33,1,2,12,1,6,1,1,2,7,1,20,2,1,1,2,1,,1,1,1,1,,2,1,1,1,2,3,2,1,2,1,3,2
600718,0.46,5,1,2,2,2,2,2,3,3,3,2,1,1,1,,,,5,1,1,1,1,88,,,2,65,1,2,27,12,6,1,1,2,7,3,20,2,1,2,2,2,,2,,1,1,,2,3,5,1,2,3,2,1,2,2,2,2
600719,0.64,10,1,2,3,2,2,3,2,3,2,3,3,2,,,,,1,1,2,2,1,10,1,88,4,31,1,2,10,12,6,1,1,2,7,1,20,2,2,1,2,2,,2,1,1,1,,2,1,1,1,2,3,2,2,3,2,2,2
600721,0.48,3,1,2,2,3,2,3,3,3,3,5,5,1,1,,,,3,1,1,3,1,10,2,5,1,41,1,2,18,12,6,2,6,2,7,3,20,2,1,1,2,1,,1,2,1,1,,2,2,2,1,2,3,2,2,2,1,5,2
600723,0.64,10,1,2,1,2,2,2,3,2,3,3,2,1,1,,,,10,1,2,3,1,15,2,2,4,24,1,1,2,12,6,1,5,2,7,2,7,2,2,1,2,1,,1,1,1,1,,2,1,1,1,2,3,2,2,2,2,2,2
600724,0.46,6,1,2,2,2,3,2,3,3,3,4,2,1,1,,,,88,1,1,1,1,25,3,3,1,40,1,4,19,12,6,1,1,2,7,1,20,2,1,1,1,1,,1,1,1,1,,2,2,2,1,2,3,2,1,2,1,,
600726,0.64,10,1,2,3,1,3,4,2,2,2,3,3,2,,,,,88,1,2,1,1,15,3,,2,30,1,1,6,12,6,1,5,2,7,1,17,1,1,1,2,,,,1,1,1,,2,1,1,1,2,3,2,1,4,1,,2
600727,0.64,10,1,2,2,2,3,2,3,3,3,1,3,2,,,,,1,1,2,1,2,5,2,4,3,29,1,3,888,5,6,2,5,2,7,3,17,2,1,1,2,1,,1,2,1,1,,2,1,1,1,2,3,2,2,5,3,3,2
600728,1.82,10,1,1,2,2,2,2,3,3,3,2,3,2,,,,,1,1,2,3,2,10,3,2,3,73,2,2,48,12,1,,1,2,7,3,20,2,1,1,1,1,,1,,1,1,,1,3,5,1,2,3,2,2,2,2,3,2
600729,0.87,5,1,1,1,2,3,3,3,3,3,3,2,2,,,,,88,1,1,2,4,,,,4,74,2,1,1,9,1,,2,,7,3,20,2,2,,,,,,,1,1,,1,3,5,1,2,3,2,1,1,1,3,2
600732,0.37,5,1,2,2,2,2,2,3,3,3,3,4,2,,,,,10,1,1,2,2,21,2,3,3,55,1,3,20,12,6,1,1,2,7,1,18,2,1,1,2,1,,1,1,1,1,,2,2,4,1,2,3,2,2,1,2,2,2
600733,0.51,5,1,2,2,2,1,1,3,2,3,5,5,2,,,,,88,1,2,,1,1,1,88,1,67,1,2,12,12,1,,1,2,7,2,99,2,1,1,2,2,,2,,1,1,,2,3,5,1,,,2,2,1,3,5,2
600725,0.69,4,1,2,3,2,3,4,3,3,3,4,4,1,1,,,,5,2,3,1,2,10,3,2,2,32,1,2,10,12,6,1,1,2,7,1,13,2,1,1,2,1,,1,1,1,1,,2,1,1,1,2,3,2,2,3,2,5,2
600731,0.64,10,1,2,4,2,1,1,2,2,1,4,4,1,1,,,,2,1,2,1,1,25,3,6,1,32,1,2,8,2,6,1,5,2,7,,12,1,1,1,1,1,,1,1,1,1,,2,1,1,1,2,3,2,2,2,3,4,2
